"base_note"
"Oakmoss, Patchouli, Vetiver"
"Vanilla, Sandalwood, Patchouli"
"Lemon, Mint, Wood Moss"
"Cashmere Wood, Moss, Rippled Sand Accord"
"Vanille, Benzoin, Tonka Bean"
"Vanille, Benzoin, Tonka Bean"
"Roasted Cocoa"
"Labdanum, Musk"
"Sandalwood"
"Cistus, Myrrh, Oud, Amber"
"Musk, Sandalwood, Patchouli, Oak Moss, Cedar, Pepper, Pine Tree"
"White Musk, Vetiver, Cedar"
"Delicate Musky Sensual Woods"
"Mandarin Orange, Agarwood"
"Tonka Bean, Tahitian Vetiver, Cedar"
"Musk, Cedar, Cashmirwood, Patchouli"
"Cedar Wood, Tonka Beans, Vetiver"
"Amber, Musk, Sandalwood, Coumarin, Vanilla"
"Amber, Musk, Powdery Notes, Cedar, Sandalwood"
"Golden Woods Musk"
"Patchouli, Sandalwood"
"Rare Wood, Amber Fat, White Musk"
"Sandalwood, Cedar Wood, Vanilla, Caramel Musk, Woody Accords"
"Sandalwood, tonka bean, amber, patchouli, musk, oakmoss, cedar, tobacco"
"Luid Sandalwood, Jasmine, Amber, Vanilla"
"Jasmine"
"Benzoin"
"Honey, Sandalwood, Tonka Bean, Amber, Musk, Civet, Vanilla, Oakmoss, Vetiver"
"Patchouli, Sandalwood"
"Sandalwood, Amber, Patchouli, Musk, Coconut"
"Oakmoss, Vetiver, Sandalwood, Amber"
"Tonka Bean, Almond, Oakmoss, Vetiver, Cedar"
"Marshmallow, Vanilla, Sandalwood, Heliotrope"
"Oak Moss,, Rich And Musty Oud"
"Vanilla Pods from Madagascar, White Musk"
"Bourbon Vanilla, Sandal Wood, Tonka Bean"
"Guaiac Wood, Benzoin"
"Cashmere Wood,Coumarin,Guaiac Wood,Leather,Sandalwood,Tonka Beans,Vanilla"
"Musk, Sandalwood, Cedar, Vanilla, Opoponax, Amber"
"Patchouli, Amber"
"Patchouli, Sandalwood, Vanilla, White Musk"
"Cashmere Wood, Tonka Bean, Orcanox"
"Frankincense, Musk, Saffron, Tonka Beans"
"Amber, Musk, Patchouli, Woody Notes"
"Tonka Bean, Patchouli"
"Amber, Caramel, Vanilla, Sandalwood, Pralines"
"Vanilla, Amber"
"Vanilla, Chestnut, Cedar, Amber wood, Guaiac Wood"
"Cedar, Amber"
"Patchouli, Cedar, Vetiver, Benzoin"
"Amber, Vanilla, Clove, Iris, Musk, Sandalwood"
"Incense, Musk, Tonka Bean, Saffron"
"Amber, Musk, Sandalwood"
"Guaiac Wood, Patchouli Heart"
"Ebony, Woodsy Notes"
"Patchouli, Moss, Woody-Amber, Sandalwood, Musk, Dry Woods."
"Sandalwood, Amber, Musk, Vetiver, Brazilian Rosewood"
"Amber, Caramel, Vanilla, Sandalwood"
"Gardenia"
"Sandalwood, Patchouli, Vanilla, Amber, Cedar, Oakmoss, Musk"
"Amber Accord, Sandalwood"
"Amber, Vanilla, Ambergris, Musk"
"Patchouli, Beeswax, Caramel, Licorice"
"Patchouli, Amber, Sandalwood, Vetiver, Benzoin, Cinnamon"
"Floral Ambery Woody"
"Patchouli, Amber"
"Patchouli, Amber, Sandalwood, Vetiver, Benzoin Cinnamon"
"Frankincense, Musk, Saffron, Tonka Beans"
"Wood, Cedar Wood, Patchouli, Animal, Sandalwood"
"Amber, Frankincense, Musk, Patchouli, Vanilla, Vetiver"
"Amber, Musk, Patchouli"
"Amber, Cactus, Cotton"
"Leather, sandalwood, amber, patchouli, musk, oakmoss, cedar"
"Amberwood, Cedar, Chestnut, Vanilla"
"Patchouli, Vanilla, Honey"
"Benzoin, Olibanum, Patchouli, Suede"
"Incense, Musk, Tonka Bean, Saffron"
"Caramel, Cashmere, Vanilla, White Musk"
"Musk, Lactone, Woody Amber"
"Ambery Woods"
"Indian Patchouli, amber, woody notes, leather"
"Virginia Cedar,Vanilla,Amber"
"Amber, Incense, Sandalwood, Patchouli, Agarwood (oud)"
"White Amber, Woods"
"Patchouli, Amber, Musk, Vanilla, Woodsy Note"
"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood"
"Sandalwood, Vetiver , Guaiac Wood"
"Leather, Sandalwood, Tonka Beans"
"Amber, Oak moss, Musk, Cedar"
"Iris, Jasmine, Sweet Vanilla, Patchouli"
"Patchouli, Sandalwood"
"Floral Ambery Woody"
"Cedar"
"Patchouli, Vetiver, Moss"
"Dark Chocolate, Cashmeran, Coumarin, Patchouli"
"Vetiver, Cedar, White Musk"
"Patchouli, Musk, Amber"
"Amber, Cactus, Cotton Flower"
"Vetyver, Amber, Musk, Oakmoss"
"Musk, Vetiver"
"Powdery, Floral, Woody, Balsamic, Rose"
"Guaiac Wood, Patchouli Heart"
"Patchouli, White Leather"
"Cedar, Tonka Bean, Musk, Leather, Sandalwood, Oakmoss"
"Amber, patchouli, vanilla, musk, sandalwood"
"Amber, Patchouli, Brazilian Redwood, Suede"
"Amber, Musk, Sandalwood"
"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood"
"Vanilla, Musk, Labdanum"
"Cedar, labdanum, ambroxan"
"Leather, Vetiver, Tonka Bean"
"Guaiac Wood, Benzoin"
"Sandal Wood, Musk, Vetiver"
"Amber, Patchouli, Brazilian Redwood, Suede"
"Honey, Amber, Musk, Oakmoss"
"Ginger, Fir Resin, Nutmeg, Amber"
"Chocolate,cashmere Wood, Patchouli, Tonka Bean"
"Amber, Patchouli, Vanilla, Cedar"
"Sandalwood, Musk"
"Tonka, Sandal, Amber, Cedar, Patchouli, Vanilla"
"Patchouli, Vanilla, Moss"
"Musk, Patchouli"
"Patchouli, Caramel, Amber, Sandalwood, Vanilla"
"Sandalwood, Cashmere, Ambergris"
"Amber, Cashmere Wood, Musk"
"Oakmoss, Sandalwood, Patchouli, Labdanum"
"Cashmere, Sandalwood, Ambergris"
"Tonka Bean, Sensual, Rich, Creamy Buttery Lactonic Caramel"
"Vanilla Absolute, Sandalwood, White Musk"
"Dark Chocolate, Cashmeran, Coumarin, Patchouli"
"Cashmere Woods, Madagascar Vanilla, Burnt Amber, Australian Sandalwood"
"Tobacco, Oakmoss, Musk"
"Woody, Oriental, Musky"
"Iris, Vanilla"
"Cedar, Amber, Musk, Vanilla"
"Dry Amber, Vanilla"
"Sandalwood, Musk, Amber"
"Labdanum, Amber, Patchouli, Agarwood, Myrrh"
"White cedar, patchouli, amber wood, vanilla"
"woody notes, patchouli, cedar"
"oud"
"Musk, Vanilla, Amberwood"
"Wood, Musk"
"Benzoin,Tonka Beans,Vanilla"
"White Musk,Sandalwood,Vanilla"
"Amber, Musk, Vanilla"
"Amber, Cactus, Cotton Plant Blossom"
"Amber, Tibetan Musk, Sandalwood, Iris, Vanilla"
"Patchouli,Cashmeran,Tonka bean, Almod milk"
"Blonde Leather Patchouli White Woods Amber"
"Amber, Patchouli, Brazilian Redwood, Suede"
"Woodsy transparent with coffee, incense touches"
"Musk, Sandalwood, Patchouli, Amber"
"Sandalwood, Cedarwood"
"oud"
"Labdanum, Ceder"
"Amber, Woody"
"Patchouli, Oakmoss, Sandalwood"
"Woodsy-Musk Base, Vanilla"
"Sandalwood, Patchouli, Amber, Vetiver, Sensual Musk"
"Patchouli,Black Musk,Vetiver,Moss"
"Cedar, Woody Notes, Amber, Vanilla, Musk"
"Sandal Wood, Vanilla, Tonka Bean, Amber, Musk"
"Cacao"
"Patchouli,Vanilla,Musk"
"Musk, Sandalwood, Vanilla"
"Patchouli, Amber"
"Honey, Patchouli"
"Amber, Cedar, Musk, Tonka Beans, Moss"
"Musk"
"Amber, Musk, Violet Leaf, Suede"
"Labdanum, Amber, Patchouli, Agarwood, Myrrh"
"Sandalwood, Tonka Bean"
"Amber, Sandalwood, Patchouli, Vanilla, Musk"
"Vetiver, Patchouli"
"Tobacco, Amber, Cedar"
"Vanilla"
"Lemon Tree, Musk, Sandalwood"
"Cedar, Musk, Patchouli, Wood"
"Musk, Wood"
"Moss, Musk, Vetiver"
"Creamy Amber"
"Woody Notes, Musk"
"Amber, Cedar, Guaiac Wood, Musk, Vanilla"
"Vanilla, Musk, Woody Accords"
"Patchouli, sandalwood, musk, amber"
"Cashmeran, Suede, Musk"
"White Musk, Woody Notes, Madagascar Vanilla"
"Violet Root, Iris, Nectarine, Peach Blossom, Rose Hip Red Cyclamen, Blue Hyacinth"
"Sandalwood, Heliotrope, Amber, Musk"
"Oak Moss, Cedar, Sandalwood, Amber, Musk"
"Ambergris, Civet, Musk, Cedar Wood, Sandalwood"
"Skin Accord, Tonka Bean"
"Cedar Wood, Patchouli, Vanilla, Leather, Vetiver, Labdanum, Musk"
"Patchouli, Cedar, Vanilla, White Musk, Oak Moss"
"Cedar, Moss, Musk, Amber, Sandalwood"
"Tolu Balsam, Sandalwood, Amber"
"Benzoin, Guaiac Wood, Tonka Beans"
"Vanilla, Amber, Musk,, Patchouli"
"Sandalwood, Cedarwood"
"Sandalwood, Musk, Vanilla"
"Amber, Caramel, Vanilla, Sandalwood, Pralines"
"Amber, Patchouli"
"Sandalwood, Tonka Bean, Patchouli, Vanilla"
"Jasmine, Rose, Tuberose, Carnation"
"Tonka Bean,Leather,Sandalwood,Fir,Amber,Patchouli,Musk,Oakmoss,Vetiver,Cedar,Styrax"
"Sandalwood, Amber, Musk, Vanilla, Oak Moss, Cedar"
"Cashmeran, Virginia Cedar, Musk, Tonka Bean"
"Himalayan Cedar, Warm Woman Skin Accord, Sandal, Incense"
"Cedar, Woody Notes, Amber, Vanilla, Musk"
"Woody Leather, Musk"
"Jasmine, Wisteria"
"Cedarwood, Patchouli, Vetiver, Musk"
"Amber, Patchouli, Musk"
"Natural Oud Oil, Patchouli"
"Sandalwood, Amber, Musk, Vetiver, Brazilian Rosewood"
"Ambergris, vanilla, leather tonka bean, patchouli, musk, sandalwood, cedar, plum, styrax, oakmoss"
"Patchouli, Cedar, Vetiver, Frankincense, Musk, Tonka Bean"
"Coffee, patchouli"
"Amber, Woody"
"Birch, Vetiver, Amber"
"Lemon, Mint, Wood Moss"
"Creamy Musk, Orris Root, Sensual Woods"
"Woody Notes, Vetiver"
"Patchouli, sandalwood, tonka beans, vanilla"
"Amber, Sandalwood, Patchouli, Vanilla, Musk"
"Amber, Oakmoss, Cedar"
"Vetiver, Sandalwood, Amber"
"White Musk, Vanilla"
"Tonka, Patchouli, Ambergris, Amber Woods"
"Cedar, Leather, Amberwood, BenzoinTolu,  Balsam Vetiver"
"Musk, Sandalwood, Patchouli, Oak Moss, Virginia Cedar, Amber, Leather"
"Musk, Patchouli, Amber,, Tobacco"
"Cashmere Wood,Coumarin,Guaiac Wood,Leather,Sandalwood,Tonka Beans,Vanilla"
"Silver Moss, Mineral Amber, Musk"
"Amber, Musk, Jasmine"
"Cedarwood, Patchouli, Vanilla"
"Leather, Suede, Cedar"
"Patchouli, Cedar, Amber, Tonka, Vanilla"
"Patchouli, Tonka Bean, Vanilla, Praline"
"Rose, Vanilla, Ginger"
"Ambery, Cedar wood"
"Sandalwood, Heliotrope, Amber, Musk"
"Sandalwood, Amber, Musk, Vanilla, Oakmoss, Cedar"
"Patchouli, Vetiver, White Musk"
"Sandalwood, Oak Moss, Vetiver"
"Oakmoss, Amberwood, Patchoulli, Sandalwood, White Musk"
"Chestnut, vanilla, musk"
"Leather,Oakmoss,Vanilla,Woody Notes"
"Vetiver, Sandalwood, Cedar, Tonka Bean"
"Woody Amber, Cedar Accords"
"Cedar, Olibanum, Vetiver"
"Sandalwood, Cedar Wood, Vanilla, Caramel Musk, Woody Accords"
"Musk, Cashmere Wood"
"Sandalwood, Amber, Musk, Cedar, Oakmoss, Green Tea, Green Accord"
"Black Amber, Patchouli"
"Leather, tonka bean, amber, musk, oakmoss"
"Musk, Sandalwood, Patchouli, Oakmoss, Cedar, Pepper, Pine Tree"
"Musk, Vanilla"
"Sandalwood, Amber, Patchouli, Musk, Benzoin, Caramel, Vetiver, Vanilla"
"Patchouli, Sandalwood"
"Musk"
"Benzoin"
"Amber,Labdanum,Leather,Musk,Tonka Beans,Vanilla"
"Sandalwood, Amber, Patchouli, Musk, Benzoin, Caramel, Vetiver, Vanilla"
"Amber, Patchouli"
"Amber, Cedar, Musk, Oakmoss, Tobacco"
"Musk, Balsam Fir"
"Vetiver, Litchi, Tonka Bean, Teak Wood"
"Vanilla, Musk, Pacsuli"
"Vanilla, Blackberry, Amber"
"Vetiver, White Cedar Extract, Cedar"
"Cedarwood, Patchouli, Vetiver, Musk"
"Amber, Patchouli, Suede"
"Vetiver, Leather, Cedarwood"
"Black Violet, Liquid Amber, Mahogany, Cream Accords"
"Cedar, Tonka Bean, Labdanum"
"Vanilla, Amber, Benzoin, White Musk"
"Cedar, Sandalwood, Moss, Vanilla"
"Woody,musky"
"Oakmoss, Cedar, Nutmeg, Woody Notes"
"Leather, Agarwood Smoke, Patchouli, Sandalwood"
"Powdery Vanilla, Musk, Woody Accord"
"Patchouli, sandalwood, tonka beans, vanilla"
"Amber, Vanilla, Musk"
"Patchouli, Fir, Cedar"
"wood"
"Ambery Woody"
"Cedar Wood, Fir, Patchouli"
"Amber, Patchouli, Woodsy Notes, Musk"
"Amber, Patchouli, Vanilla, Musk"
"Suede, Cedar Essence, Black Tea, Woody Notes"
"Precious Tobacco, Amber, Woody Notes, Vetiver, Vanilla Pods, White Musk"
"Sandalwood, Caramel, Beeswax, Patchouli"
"Musk, moss, ambroxan"
"Sandalwood, California Cedar, Vanilla, Musk"
"Vanilla, Musk, Cedar, Sandalwood, Oakmoss, Amber, Vetiver"
"Aromatic Cedarwood, Tonka, Amber, Vetiver"
"Vegetal Amber, Musk, Mahogany"
"Patchouli, Praline, Tonka Beans, Vanilla"
"Sandalwood, Musk, Vetiver, Cedar"
